track_uri,track_name,album_name,artist_name(s),release_date,duration_(ms),popularity,explicit,added_by,added_at,genres,record_label,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,standardized_track_name,pianist,year,sonata,movement
spotify:track:1gnW3s36mQQFoqlcnzHP1L,"Beethoven: Piano Sonata No. 8 in C Minor, Op. 13 ""Pathétique"": III. Rondo. Allegro",Beethoven: Complete Piano Sonatas,Ludwig van Beethoven;Rudolf Buchbinder,1984-01-01,270706,1,False,mikaylab.,2026-02-15T23:33:50Z,"klassiek,klassieke piano,kamermuziek",Warner Classics,0.347,0.105,0,-23.561,0,0.0472,0.99,0.89,0.215,0.21,102.647,4,"""Pathétique"", III.",Rudolf Buchbinder,1984.0,Pathétique,III
spotify:track:6foNAcmEDSJxPkGpxA3VEC,"Beethoven: Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 ""Moonlight"": I. Adagio sostenuto",Beethoven: Complete Piano Sonatas,Ludwig van Beethoven;Rudolf Buchbinder,1984-01-01,289973,43,False,mikaylab.,2026-02-15T23:33:58Z,"klassiek,klassieke piano,kamermuziek",Warner Classics,0.29,0.00626,1,-35.272,0,0.0372,0.994,0.815,0.159,0.0976,92.662,4,"""Moonlight"", I.",Rudolf Buchbinder,1984.0,Moonlight,I
spotify:track:29ch6MRaCW6TBsDWB1uQ23,"Beethoven: Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 ""Moonlight"": III. Presto agitato",Beethoven: Complete Piano Sonatas,Ludwig van Beethoven;Rudolf Buchbinder,1984-01-01,425920,3,False,mikaylab.,2026-02-15T23:33:58Z,"klassiek,klassieke piano,kamermuziek",Warner Classics,0.331,0.238,9,-19.798,1,0.0408,0.979,0.873,0.0905,0.11,83.909,4,"""Moonlight"", III.",Rudolf Buchbinder,1984.0,Moonlight,III
spotify:track:4rkNWi4gs5ZXtJa1MyMmUH,"Beethoven: Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 ""Moonlight"": II. Allegretto",Beethoven: Complete Piano Sonatas,Ludwig van Beethoven;Rudolf Buchbinder,1984-01-01,112520,2,False,mikaylab.,2026-02-15T23:33:58Z,"klassiek,klassieke piano,kamermuziek",Warner Classics,0.494,0.0657,1,-24.277,1,0.0598,0.995,0.925,0.0994,0.476,122.42,4,"""Moonlight"", II.",Rudolf Buchbinder,1984.0,Moonlight,II
spotify:track:50zJ496h3Ll9PNOSShes7d,"Beethoven: Piano Sonata No. 21 in C Major, Op. 53 ""Waldstein"": I. Allegro con brio",Beethoven: Complete Piano Sonatas,Ludwig van Beethoven;Rudolf Buchbinder,1984-01-01,555493,1,False,mikaylab.,2026-02-15T23:34:03Z,"klassiek,klassieke piano,kamermuziek",Warner Classics,0.252,0.442,0,-13.802,1,0.0392,0.975,0.914,0.077,0.147,87.28,4,"""Waldstein"", I.",Rudolf Buchbinder,1984.0,Waldstein,I
spotify:track:2S3jdBr37xonPYc96gFfGe,"Beethoven: Piano Sonata No. 21 in C Major, Op. 53 ""Waldstein"": II. Introduzione. Adagio molto",Beethoven: Complete Piano Sonatas,Ludwig van Beethoven;Rudolf Buchbinder,1984-01-01,218000,0,False,mikaylab.,2026-02-15T23:34:03Z,"klassiek,klassieke piano,kamermuziek",Warner Classics,0.517,0.00349,0,-30.498,1,0.0718,0.989,0.912,0.0674,0.0524,58.712,4,"""Waldstein"", II.",Rudolf Buchbinder,1984.0,Waldstein,II
spotify:track:5dian4Kcq6bYqkMhyJQXw0,"Beethoven: Piano Sonata No. 21 in C Major, Op. 53 ""Waldstein"": III. Rondo. Allegretto moderato - Prestissimo",Beethoven: Complete Piano Sonatas,Ludwig van Beethoven;Rudolf Buchbinder,1984-01-01,546080,0,False,mikaylab.,2026-02-15T23:34:03Z,"klassiek,klassieke piano,kamermuziek",Warner Classics,0.347,0.0887,0,-22.513,1,0.0359,0.975,0.92,0.062,0.0812,110.61,4,"""Waldstein"", III.",Rudolf Buchbinder,1984.0,Waldstein,III
spotify:track:1MfsO8ehleI0mp6B4tdAQ1,"Piano Sonata No. 8 in C Minor, Op. 13 ""Pathétique"": I. Grave - Allegro di molto e con brio",Beethoven: Complete Piano Sonatas,Ludwig van Beethoven;Louis Lortie,1993-09-01,548000,1,False,mikaylab.,2026-02-15T23:19:28Z,"klassiek,klassieke piano,kamermuziek,impressionisme",Chandos,0.28,0.134,0,-24.078,0,0.0456,0.984,0.916,0.0672,0.0558,150.351,4,"""Pathétique"", I.",Louis Lortie,1993.0,Pathétique,I
spotify:track:7rOjTx6jh1Icg4KBGPMa4Z,"Piano Sonata No. 8 in C Minor, Op. 13 ""Pathétique"": II. Adagio cantabile",Beethoven: Complete Piano Sonatas,Ludwig van Beethoven;Louis Lortie,1993-09-01,289000,1,False,mikaylab.,2026-02-15T23:19:28Z,"klassiek,klassieke piano,kamermuziek,impressionisme",Chandos,0.307,0.00344,8,-37.356,1,0.0592,0.995,0.93,0.108,0.0873,66.868,4,"""Pathétique"", II.",Louis Lortie,1993.0,Pathétique,II
spotify:track:7pLEK2HOl2dQFbmxJo94Z7,"Piano Sonata No. 8 in C Minor, Op. 13 ""Pathétique"": III. Rondo. Allegro",Beethoven: Complete Piano Sonatas,Ludwig van Beethoven;Louis Lortie,1993-09-01,276360,1,False,mikaylab.,2026-02-15T23:19:28Z,"klassiek,klassieke piano,kamermuziek,impressionisme",Chandos,0.277,0.0877,0,-26.215,0,0.0421,0.99,0.925,0.066,0.188,103.644,4,"""Pathétique"", III.",Louis Lortie,1993.0,Pathétique,III
spotify:track:1AAR3R2k6pAFZ05SElyHLr,"Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 ""Moonlight"": I. Adagio sostenuto",Beethoven: Complete Piano Sonatas,Ludwig van Beethoven;Louis Lortie,1993-09-01,442600,40,False,mikaylab.,2026-02-15T23:19:34Z,"klassiek,klassieke piano,kamermuziek,impressionisme",Chandos,0.187,0.0021,1,-41.304,0,0.0436,0.995,0.887,0.159,0.196,72.428,4,"""Moonlight"", I.",Louis Lortie,1993.0,Moonlight,I
spotify:track:6rGLpfkpRdvmQ5gcs0yDft,"Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 ""Moonlight"": II. Allegretto",Beethoven: Complete Piano Sonatas,Ludwig van Beethoven;Louis Lortie,1993-09-01,136826,4,False,mikaylab.,2026-02-15T23:19:34Z,"klassiek,klassieke piano,kamermuziek,impressionisme",Chandos,0.444,0.0154,1,-29.207,1,0.037,0.995,0.905,0.0953,0.368,63.734,4,"""Moonlight"", II.",Louis Lortie,1993.0,Moonlight,II
spotify:track:6xz5xb3PsKLJxHj7zmWSYJ,"Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 ""Moonlight"": III. Presto agitato",Beethoven: Complete Piano Sonatas,Ludwig van Beethoven;Louis Lortie,1993-09-01,455106,24,False,mikaylab.,2026-02-15T23:19:34Z,"klassiek,klassieke piano,kamermuziek,impressionisme",Chandos,0.257,0.193,6,-22.581,0,0.046,0.985,0.901,0.102,0.0625,76.059,4,"""Moonlight"", III.",Louis Lortie,1993.0,Moonlight,III
spotify:track:6lzF3lAMCShmG3skGLcdMJ,"Piano Sonata No. 21 in C Major, Op. 53 ""Waldstein"": I. Allegro con brio",Beethoven: Complete Piano Sonatas,Ludwig van Beethoven;Louis Lortie,1993-09-01,664400,0,False,mikaylab.,2026-02-15T23:19:42Z,"klassiek,klassieke piano,kamermuziek,impressionisme",Chandos,0.249,0.134,0,-24.597,1,0.0406,0.987,0.93,0.0609,0.0855,154.999,4,"""Waldstein"", I.",Louis Lortie,1993.0,Waldstein,I
spotify:track:1ywN3nZeWmqzMHUTX6lSXJ,"Piano Sonata No. 21 in C Major, Op. 53 ""Waldstein"": II. Introduzione. Allegro molto",Beethoven: Complete Piano Sonatas,Ludwig van Beethoven;Louis Lortie,1993-09-01,237213,0,False,mikaylab.,2026-02-15T23:19:42Z,"klassiek,klassieke piano,kamermuziek,impressionisme",Chandos,0.491,0.00116,5,-33.73,1,0.0758,0.993,0.888,0.0615,0.106,135.094,3,"""Waldstein"", II.",Louis Lortie,1993.0,Waldstein,II
